location,continent,date,iso_code,tests_units,aged_65_older,aged_70_older,cardiovasc_death_rate,Deathp100K,diabetes_prevalence,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,male_smokers,median_age,Mortality Rate,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,Number of Records,population,population_density,positive_rate,stringency_index,tests_per_case,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,Waterfall
Iran,Asia,06/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,07/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,08/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,09/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,10/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,11/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,12/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,13/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,14/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,15/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,16/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,17/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,18/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,19/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,20/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,21/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,22/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,23/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,24/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,25/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,26/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,27/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,28/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,29/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,30/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,31/01/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,01/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,02/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,03/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,04/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,05/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,06/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,07/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,08/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,09/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,10/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,11/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,12/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,13/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,14/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,15/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,16/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,17/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,18/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,19/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,,0,0,0,0,,,,,1,83992953,49.831,,0,,0,0,0,0,,,0
Iran,Asia,20/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.002381152,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,100,2,0.024,2,0.024,,,,,1,83992953,49.831,,2.78,,2,0.024,2,0.024,,,-2
Iran,Asia,21/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.002381152,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,40,3,0.036,0,0,,,,,1,83992953,49.831,,2.78,,5,0.06,2,0.024,,,-2
Iran,Asia,22/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.004762304,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,22.222222222,13,0.155,2,0.024,,,,,1,83992953,49.831,,11.11,,18,0.214,4,0.048,,,-4
Iran,Asia,23/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.005952880,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,17.857142857,10,0.119,1,0.012,,,,,1,83992953,49.831,,11.11,,28,0.333,5,0.06,,,-5
Iran,Asia,24/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.009524609,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,18.604651163,15,0.179,3,0.036,,,,,1,83992953,49.831,,11.11,,43,0.512,8,0.095,,,-8
Iran,Asia,25/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.014286913,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,19.672131148,18,0.214,4,0.048,,,,,1,83992953,49.831,,11.11,,61,0.726,12,0.143,,,-12
Iran,Asia,26/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.017858641,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,15.789473684,34,0.405,3,0.036,,,,,1,83992953,49.831,,20.37,,95,1.131,15,0.179,,,-15
Iran,Asia,27/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.022620945,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,13.669064748,44,0.524,4,0.048,,,,,1,83992953,49.831,,20.37,,139,1.655,19,0.226,,,-19
Iran,Asia,28/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.030954978,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,10.612244898,106,1.262,7,0.083,,,,,1,83992953,49.831,,20.37,,245,2.917,26,0.31,,,-26
Iran,Asia,29/02/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.040479586,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,8.762886598,143,1.703,8,0.095,,,,,1,83992953,49.831,,20.37,,388,4.619,34,0.405,,,-34
Iran,Asia,01/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.051194771,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.251264755,205,2.441,9,0.107,,,,,1,83992953,49.831,,20.37,,593,7.06,43,0.512,,,-43
Iran,Asia,02/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.064291108,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,5.521472393,385,4.584,11,0.131,,,,,1,83992953,49.831,,20.37,,978,11.644,54,0.643,,,-54
Iran,Asia,03/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.078578021,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,4.397068621,523,6.227,12,0.143,,,,,1,83992953,49.831,,20.37,,1501,17.871,66,0.786,,,-66
Iran,Asia,04/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.091674357,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.296232877,835,9.941,11,0.131,,,,,1,83992953,49.831,,20.37,,2336,27.812,77,0.917,,,-77
Iran,Asia,05/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.109532999,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.148528405,586,6.977,15,0.179,,,,,1,83992953,49.831,,42.59,,2922,34.789,92,1.095,,,-92
Iran,Asia,06/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.127391640,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.045829775,591,7.036,15,0.179,,,,,1,83992953,49.831,,42.59,,3513,41.825,107,1.274,,,-107
Iran,Asia,07/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.147631433,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,2.612176111,1234,14.692,17,0.202,,,,,1,83992953,49.831,,42.59,,4747,56.517,124,1.476,,,-124
Iran,Asia,08/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.172633530,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,2.490125365,1076,12.811,21,0.25,,,,,1,83992953,49.831,,42.59,,5823,69.327,145,1.726,,,-145
Iran,Asia,09/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.230971758,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,2.954614682,743,8.846,49,0.583,,,,,1,83992953,49.831,,42.59,,6566,78.173,194,2.31,,,-194
Iran,Asia,10/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.282166529,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.309593632,595,7.084,43,0.512,,,,,1,83992953,49.831,,42.59,,7161,85.257,237,2.822,,,-237
Iran,Asia,11/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.346457637,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.618502860,881,10.489,54,0.643,,,,,1,83992953,49.831,,48.15,,8042,95.746,291,3.465,,,-291
Iran,Asia,12/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.421463929,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,3.933333333,958,11.406,63,0.75,,,,,1,83992953,49.831,,48.15,,9000,107.152,354,4.215,,,-354
Iran,Asia,13/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.510757135,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,4.258064516,1075,12.799,75,0.893,,,,,1,83992953,49.831,,48.15,,10075,119.951,429,5.108,,,-429
Iran,Asia,14/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.611956101,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,4.523055262,1289,15.347,85,1.012,,,,,1,83992953,49.831,,48.15,,11364,135.297,514,6.12,,,-514
Iran,Asia,15/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.727441980,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,4.800062849,1365,16.251,97,1.155,,,,,1,83992953,49.831,,48.15,,12729,151.548,611,7.274,,,-611
Iran,Asia,16/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,0.861977076,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,5.194432487,1209,14.394,113,1.345,,,,,1,83992953,49.831,,48.15,,13938,165.942,724,8.62,,,-724
Iran,Asia,17/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.015561389,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,5.690080715,1053,12.537,129,1.536,,,,,1,83992953,49.831,,48.15,,14991,178.479,853,10.156,,,-853
Iran,Asia,18/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.176289158,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.110458284,1178,14.025,135,1.607,,,,,1,83992953,49.831,,48.15,,16169,192.504,988,11.763,,,-988
Iran,Asia,19/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.351303841,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.537641841,1192,14.192,147,1.75,,,,,1,83992953,49.831,,51.85,,17361,206.696,1135,13.513,,,-1135
Iran,Asia,20/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.528699676,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.975607106,1046,12.453,149,1.774,,,,,1,83992953,49.831,,51.85,,18407,219.149,1284,15.287,,,-1284
Iran,Asia,21/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.706095510,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.294848300,1237,14.727,149,1.774,,,,,1,83992953,49.831,,51.85,,19644,233.877,1433,17.061,,,-1433
Iran,Asia,22/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,1.852536367,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.549733139,966,11.501,123,1.464,,,,,1,83992953,49.831,,57.41,,20610,245.378,1556,18.525,,,-1556
Iran,Asia,23/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.006120680,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.787226176,1028,12.239,129,1.536,,,,,1,83992953,49.831,,57.41,,21638,257.617,1685,20.061,,,-1685
Iran,Asia,24/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.157323841,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.861512430,1411,16.799,127,1.512,,,,,1,83992953,49.831,,57.41,,23049,274.416,1812,21.573,,,-1812
Iran,Asia,25/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.302574122,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.794929668,1762,20.978,122,1.453,,,,,1,83992953,49.831,,57.41,,24811,295.394,1934,23.026,,,-1934
Iran,Asia,26/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.472826500,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.687752156,2206,26.264,143,1.703,,,,,1,83992953,49.831,,57.41,,27017,321.658,2077,24.728,,,-2077
Iran,Asia,27/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.659746943,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.597089029,2389,28.443,157,1.869,,,,,1,83992953,49.831,,57.41,,29406,350.101,2234,26.597,,,-2234
Iran,Asia,28/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.831189898,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.354942472,2926,34.836,144,1.714,,,,,1,83992953,49.831,,57.41,,32332,384.937,2378,28.312,,,-2378
Iran,Asia,29/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,2.996679971,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,7.108563037,3076,36.622,139,1.655,,,,,1,83992953,49.831,,57.41,,35408,421.559,2517,29.967,,,-2517
Iran,Asia,30/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.143120828,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.891331019,2901,34.539,123,1.464,,,,,1,83992953,49.831,,57.41,,38309,456.098,2640,31.431,,,-2640
Iran,Asia,31/03/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.282418229,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.644173997,3186,37.932,117,1.393,,,,,1,83992953,49.831,,57.41,,41495,494.03,2757,32.824,,,-2757
Iran,Asia,01/04/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.450289455,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.496883827,3111,37.039,141,1.679,,,,,1,83992953,49.831,,57.41,,44606,531.068,2898,34.503,,,-2898
Iran,Asia,02/04/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.614588952,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.379089362,2987,35.563,138,1.643,,,,,1,83992953,49.831,,57.41,,47593,566.631,3036,36.146,,,-3036
Iran,Asia,03/04/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.762220385,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.261393358,2875,34.229,124,1.476,,,,,1,83992953,49.831,,57.41,,50468,600.86,3160,37.622,,,-3160
Iran,Asia,04/04/2020 12:00:00 AM,IRN,,5.44,3.182,270.308,3.762220385,9.59,0.2,0.8,19082.62,,1.5,76.68,21.1,32.4,6.261393358,0,0,0,0,,,,,1,83992953,49.831,,57.41,,50468,600.86,3160,37.622,,,-3160
India,Asia,31/12/2019 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,,,0,0,0,0,,,0
India,Asia,01/01/2020 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,0,,0,0,0,0,,,0
India,Asia,02/01/2020 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,0,,0,0,0,0,,,0
India,Asia,03/01/2020 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,0,,0,0,0,0,,,0
India,Asia,04/01/2020 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,0,,0,0,0,0,,,0
India,Asia,05/01/2020 12:00:00 AM,IND,,5.989,3.414,282.28,0,10.39,21.2,1.9,6426.674,59.55,0.53,69.66,20.6,28.2,,0,0,0,0,,,,,1,1380004385,450.419,,0,,0,0,0,0,,,0
